from_lc_id,to_lc_id,link_edges_count,link_traffic
39,25,16,575
24,27,6,280
31,11,17,300
74,1,3,261
676,3,1,17
136,7,13,199
244,4,18,2181
399,3,4,145
53,3,8,153
3,976,10,426
205,7,27,677
4,418,2,52
7,418,2,39
7,83,14,299
1608,3,1,17
128,3,5,141
3,193,5,59
63,6,4,87
128,2,4,143
334,3,5,61
10,987,2,100
3,566,10,468
819,2,1,22
4,435,9,1063
4,656,2,51
15,31,8,286
249,7,1,11
5,554,2,31
4,554,5,2180
10,977,1,16
4,977,3,62
11,977,1,26
3,316,20,712
3,796,3,127
5,136,2,23
81,4,1,10
3,300,13,621
3,452,13,311
42,11,1,22
150,10,2,29
136,10,4,56
4,298,14,788
1225,3,2,25
46,19,1,10
3,540,4,108
3,995,4,85
3,996,1,91
3,954,4,79
3,997,7,318
33,9,8,129
7,729,5,90
663,7,6,390
4,1002,4,168
5,1002,1,11
74,13,12,781
17,31,4,72
4,1003,1,14
481,4,1,61
1287,3,1,17
5,125,1,35
10,125,1,15
5,248,1,19
3,603,5,132
1661,3,1,13
3,77,1,36
305,3,7,177
797,10,2,58
4,861,5,2909
7,861,6,193
1036,3,1,25
4,1013,4,209
3,1013,1,37
2,708,3,50
39,46,6,104
414,4,3,76
136,4,2,36
964,7,1,24
1,247,2,25
5,247,1,14
6,247,1,10
11,247,2,70
1099,3,1,184
3,1022,1,85
31,17,4,86
243,2,1,226
598,5,1,153
3,1027,1,15
63,2,9,638
14,44,7,280
5,1032,3,55
648,1,2,80
33,44,3,46
940,4,6,269
5,93,10,167
4,1035,2,39
480,4,3,70
4,942,1,749
0,14,23,659
3,55,12,164
1070,7,1,12
3,931,1,12
11,31,20,1316
675,4,2,25
10,90,1,13
3,1042,3,93
3,200,1,18
182,2,1,217
594,3,3,80
344,4,1,349
610,7,2,29
3,289,8,1108
54,5,40,7001
7,1048,1,51
3,1049,1,13
3,214,6,126
2,298,2,67
748,5,2,59
962,3,1,45
3,1053,2,24
56,10,2,23
7,66,9,140
1017,6,1,30
22,27,1,16
4,1056,1,13
3,1057,1,55
3,959,2,29
537,4,1,12
3,983,2,36
4,350,2,351
150,1,3,56
760,3,1,13
1288,3,1,23
3,502,4,241
2,133,4,64
838,2,1,14
1,358,2,46
7,1067,2,32
128,10,4,743
1600,3,3,58
5,669,1,10
2,1069,1,15
4,1071,1,22
3,757,9,212
9,47,7,797
3,377,11,330
1004,7,1,27
46,39,13,795
10,42,14,315
3,646,1,36
10,1078,1,69
4,1078,2,34
83,17,1,14
344,11,1,24
737,3,1,11
7,510,2,22
3,510,2,153
15,34,7,145
255,3,5,72
7,1083,1,21
645,10,2,31
21,44,20,608
884,4,4,50
1,92,2,144
241,7,2,27
120,3,1,26
726,3,1,13
10,156,2,42
3,1090,1,15
6,390,1,13
17,54,1,11
4,1091,2,63
1314,7,1,33
554,2,2,33
34,17,25,479
254,13,2,54
57,3,1,89
7,380,6,165
12,47,2,60
4,936,1,31
13,74,11,374
22,46,3,47
1532,3,1,14
2,205,2,1059
543,7,1,14
259,4,6,174
341,4,1,26
886,1,2,413
358,3,17,641
4,783,2,44
3,1098,3,118
124,7,9,245
849,3,2,66
4,875,1,18
741,7,1,13
22,39,35,1331
323,2,1,14
4,1103,1,11
39,15,3,1230
5,285,4,51
622,3,1,11
244,2,3,102
27,8,18,602
15,27,2,23
3,1108,5,98
6,93,1,10
11,93,6,808
3,1058,1,28
238,2,2,21
1012,11,1,17
132,3,4,185
239,3,3,54
537,22,1,49
3,356,4,163
3,479,7,292
1,1114,2,128
12,42,9,633
47,17,17,359
7,640,1,29
60,3,1,23
205,4,8,146
3,1116,1,24
193,3,2,28
10,108,10,227
3,495,1,13
2,377,1,14
3,123,7,623
7,123,13,458
17,123,1,11
385,10,1,16
7,43,6,175
3,309,5,150
4,1120,3,164
7,1120,2,24
3,1120,4,89
355,2,2,64
4,101,2,28
7,1121,2,41
0,46,4,119
244,6,1,47
123,6,1,10
7,551,4,122
1061,5,1,20
1493,3,2,54
3,1122,2,3002
422,4,3,217
7,940,3,108
4,1123,1,17
7,646,1,20
358,7,9,194
577,5,1,20
4,1085,1,16
91,3,1,17
4,643,2,1973
307,4,2,85
4,501,2,24
3,501,1,12
3,1127,2,196
3,1131,1,23
435,7,10,229
861,7,2,32
1159,7,1,14
1461,7,1,14
3,554,8,457
470,3,1,18
486,7,1,18
1,45,1,36
103,4,13,289
47,0,21,727
1,734,2,39
3,734,4,71
1252,5,1,13
7,554,4,82
10,554,7,214
195,3,11,690
34,25,33,839
20,16,11,406
2,882,1,11
554,4,11,466
233,1,1,56
267,7,1,12
5,1035,1,65
7,1035,1,34
3,1021,1,33
706,3,4,92
3,631,2,22
3,1144,7,253
124,3,11,428
55,1,2,24
7,657,3,85
5,237,1,11
5,1149,3,104
3,1149,4,131
1420,7,1,22
3,231,2,123
3,331,2,27
7,1033,5,138
626,4,6,284
892,3,1,12
632,10,1,15
3,694,3,171
46,17,10,285
632,3,8,305
238,1,3,42
14,39,6,94
638,5,4,177
3,118,1,78
2,1102,1,11
5,1102,3,141
4,1102,2,51
31,9,12,433
3,532,5,83
905,3,1,17
3,182,13,232
44,11,47,4987
3,1162,2,99
3,692,1,36
108,6,21,733
7,104,2,39
3,232,1,20
4,232,3,114
2,188,1,23
1167,3,1,11
233,3,28,827
7,1137,2,58
128,21,7,214
3,40,7,247
3,1165,1,11
3,1166,3,111
1112,4,1,20
1,1079,1,12
7,1095,1,60
339,4,1,15
1248,3,1,11
3,920,14,856
13,43,1,14
7,670,1,10
3,1054,2,22
4,1054,1,40
489,3,3,70
2,1172,1,18
3,1173,1,28
1088,10,1,24
2,282,1,29
940,7,5,113
4,1174,1,61
1583,4,1,10
357,3,1,21
116,4,6,90
3,1177,1,13
1199,3,1,22
3,908,4,115
7,908,3,130
5,176,1,12
7,905,1,10
14,47,1,10
5,339,4,106
886,4,3,57
25,44,4,88
254,1,3,37
204,3,21,890
63,22,1,41
4,1030,1,36
6,572,2,29
3,572,13,427
7,572,7,222
4,1185,2,120
123,4,19,666
252,3,2,23
204,2,1,36
1464,7,1,21
13,31,4,72
603,7,3,100
4,1187,1,13
3,672,1,12
282,10,1,15
4,1052,1,17
3,1052,1,11
1121,1,1,14
10,233,7,181
33,19,9,262
25,31,6,116
7,1191,3,99
10,803,1,61
325,7,9,202
3,1195,1,14
3,1196,1,11
7,1196,1,32
4,830,2,35
645,3,1,16
51,3,1,35
13,54,2,41
902,7,1,13
988,3,1,26
3,726,2,59
7,153,1,18
122,10,2,40
3,1134,1,426
3,121,4,283
1277,4,1,10
39,14,4,70
1520,7,1,34
5,814,2,44
0,405,1,166
3,1206,1,52
45,7,3,60
3,610,1,13
252,7,2,37
6,71,1,22
3,971,1,11
7,298,2,122
3,1175,2,40
3,1211,1,18
7,361,2,48
3,253,1,12
4,125,2,47
7,125,1,45
783,7,1,12
3,1214,1,38
3,1216,2,95
10,80,2,98
3,1217,4,244
3,657,1,30
441,11,2,54
3,406,1,130
34,14,3,55
4,113,6,137
5,183,4,69
4,968,1,154
3,544,8,185
4,842,1,21
598,4,3,263
298,5,12,288
3,1222,1,21
10,258,1,45
1301,7,1,11
3,541,1,38
427,4,2,77
12,46,3,55
435,3,2,35
182,3,6,187
3,1228,1,10
10,56,1,10
4,733,1,282
7,1102,1,132
3,1102,1,19
3,1028,3,47
4,27,14,1154
17,42,9,412
2,150,3,108
1,150,5,118
10,150,4,144
54,24,2,44
3,593,2,133
3,895,1,37
1516,4,1,13
63,4,26,2226
5,101,1,26
4,1234,2,38
5,1234,1,10
3,236,4,194
7,349,1,59
3,349,1,12
74,2,7,147
890,5,1,69
15,33,34,2296
7,197,1,20
4,521,2,37
8,210,1,13
39,34,1,45
61,10,3,46
825,3,2,28
31,16,1,30
4,159,1,49
10,797,2,110
7,1124,1,35
204,1,5,80
787,7,2,48
3,647,2,106
577,2,1,16
10,217,1,74
1009,3,1,12
3,969,2,24
3,1244,1,12
4,774,9,211
3,458,2,30
4,638,3,45
10,638,2,40
17,44,11,566
6,53,1,31
5,537,4,84
4,1249,1,17
3,1250,1,179
345,7,1,18
1250,7,1,36
1255,3,1,32
5,108,2,39
7,291,8,205
173,7,23,764
0,61,1,26
3,840,1,12
7,712,1,76
4,1256,1,11
7,182,6,195
7,1257,1,20
3,1257,1,12
3,1259,2,35
69,5,1,15
1258,3,1,19
10,74,7,115
3,837,2,29
3,1263,1,35
11,441,1,24
4,526,1,28
3,198,1,12
3,1062,3,129
254,5,3,60
7,1266,2,70
3,1017,11,2808
1264,5,1,19
1384,3,2,116
4,59,1,130
6,156,2,45
1,195,6,107
3,1269,1,10
89,4,1,15
10,1084,3,131
3,1084,5,69
7,1084,1,13
3,269,2,60
5,635,2,22
139,10,1,43
7,789,1,10
122,4,5,75
29,3,2,72
1265,3,1,11
1406,7,1,12
3,587,3,48
579,5,2,31
395,3,1,11
3,770,6,226
13,1280,1,31
1195,3,1,13
4,800,1,65
3,67,2,211
847,7,1,15
7,1045,1,28
4,1045,2,30
128,11,2,88
342,7,7,162
3,1293,2,109
3,448,1,13
194,7,1,17
244,9,1,158
294,2,1,10
529,3,1,10
3,1087,2,143
2,1300,1,17
7,399,2,43
4,906,7,159
1111,5,1,11
5,1072,1,12
1282,3,1,10
148,2,2,170
20,74,1,28
196,3,2,31
551,7,3,64
1204,7,1,12
7,1301,1,10
44,8,11,203
7,306,9,318
3,306,2,119
4,306,13,2024
1522,2,1,107
274,2,1,14
3,261,2,33
297,4,1,49
33,14,27,1416
7,1302,1,211
166,3,4,68
5,1303,1,38
355,3,2,48
3,642,21,422
5,642,2,35
624,2,3,204
3,1304,1,16
236,3,3,108
356,3,2,115
1094,7,2,60
1066,7,2,49
3,1305,2,108
7,1305,1,15
378,4,1,20
3,1191,8,348
4,1191,2,79
3,663,11,2030
3,1310,1,119
3,157,1,97
442,4,4,56
885,3,2,165
3,58,6,95
148,10,3,34
518,4,2,22
30,7,5,93
1280,4,3,47
20,44,28,1177
1153,4,2,46
7,500,2,47
676,10,3,67
243,4,4,406
626,3,1,23
1480,5,1,13
940,2,2,76
137,3,5,150
2,887,1,26
4,89,1,12
126,7,1,10
7,136,7,149
537,5,1,18
3,1318,1,60
389,3,6,94
3,91,5,264
3,1321,3,179
1662,3,1,11
339,3,5,379
3,611,1,89
7,831,1,23
296,3,6,152
3,1237,1,19
4,982,1,17
3,982,2,815
4,1159,6,211
300,5,2,20
17,46,12,411
4,1194,1,23
150,0,1,32
11,128,3,160
297,5,9,190
360,4,2,47
1033,3,1,25
1680,3,1,27
123,7,6,94
11,471,1,18
3,68,4,70
442,3,5,109
7,909,1,50
256,3,6,88
3,1070,2,26
5,1243,3,42
7,1243,1,16
642,2,1,17
5,475,1,11
63,3,6,207
371,3,2,60
1495,7,1,11
3,149,3,319
7,1098,1,29
231,5,1,22
3,461,2,54
1,454,1,30
10,1332,1,13
3,1332,1,55
465,3,2,25
847,2,1,75
3,1298,6,76
5,89,7,152
3,83,2,115
645,5,4,66
1259,3,1,10
3,744,4,140
4,84,19,1336
3,1322,2,32
839,7,1,11
4,740,3,1057
7,740,1,12
1120,7,6,139
7,1336,1,35
1264,3,2,90
103,3,14,377
1061,7,1,16
10,1023,1,106
4,569,1,10
589,3,1,16
4,978,1,39
4,337,2,32
437,3,1,23
0,108,3,38
3,899,1,10
5,128,31,2237
660,7,1,24
7,731,1,15
5,731,1,14
3,751,1,12
795,4,2,68
3,1136,1,20
911,3,1,16
3,1296,1,281
204,4,1,27
3,1347,1,39
10,595,2,33
1185,4,1,20
287,7,1,18
632,1,1,18
10,747,2,33
5,747,1,19
13,188,2,54
957,5,1,29
7,76,22,467
4,1352,1,232
10,665,2,109
137,7,4,55
3,1215,1,22
697,3,4,92
3,1358,1,14
3,390,8,135
10,1359,1,17
4,300,1,10
297,10,1,18
4,1362,3,112
1236,3,1,41
3,1183,1,10
3,1007,2,65
1144,2,2,28
2,551,2,28
4,592,1,15
266,4,4,113
7,754,3,57
4,1365,1,109
3,1104,12,338
4,610,5,108
24,47,7,371
8,42,20,1107
7,577,1,62
3,577,2,45
10,1366,2,35
5,1366,3,99
4,1366,2,63
3,1366,3,226
886,13,1,10
997,7,1,35
1456,7,1,66
614,3,2,44
2,977,1,80
645,2,1,43
3,1368,3,85
7,639,1,13
429,3,2,27
479,3,4,88
4,1314,4,65
10,1374,1,10
3,1375,1,23
1,854,1,10
224,7,2,52
642,7,3,37
3,574,2,129
1453,3,2,211
4,374,4,72
1160,10,2,23
10,328,1,55
4,1380,1,11
503,4,6,121
7,1192,3,65
4,1192,2,35
3,1194,1,64
396,5,5,99
555,10,1,10
5,205,2,56
13,107,1,15
554,6,3,36
8,204,2,21
11,47,12,543
10,740,1,11
5,526,6,184
8,526,1,38
112,6,1,25
3,1383,3,76
266,5,3,43
27,16,1,49
4,1384,1,48
1330,3,1,10
3,188,2,76
7,188,6,245
7,1386,1,45
4,1132,4,69
413,3,1,12
793,4,1,11
56,3,14,328
107,4,6,137
1,1389,1,34
1354,4,3,60
4,1017,7,233
27,19,2,22
10,1246,2,31
3,1246,1,158
3,348,1,184
2,74,7,236
182,13,1,35
25,39,26,862
10,597,1,14
3,1392,2,38
2,1149,1,15
4,1393,1,11
7,536,5,76
1369,4,1,58
20,19,9,198
20,39,2,40
3,456,1,27
5,1198,1,12
4,1198,1,10
3,951,1,46
42,6,4,67
7,1399,2,37
4,493,1,20
46,47,4,88
7,648,1,219
5,72,5,554
31,0,3,64
171,5,3,77
731,4,2,48
150,3,14,253
20,42,2,64
1241,4,1,13
351,3,1,23
23,3,2,121
5,130,8,124
1362,10,3,41
5,1069,1,11
4,1414,1,37
7,1415,3,36
1629,7,1,13
540,3,1,14
3,707,1,120
3,624,2,113
6,61,1,12
554,3,5,90
31,33,2,45
5,519,1,16
4,889,3,88
4,355,3,87
93,7,6,423
3,1238,3,89
0,112,1,27
196,7,4,96
7,243,2,98
6,44,15,571
3,764,1,13
7,1390,1,11
668,10,1,22
10,658,1,10
4,49,2,67
3,49,1,10
115,7,1,10
3,1400,3,78
19,46,2,57
16,20,10,423
7,523,3,73
93,5,8,167
44,19,4,307
5,607,1,34
3,607,1,13
3,1252,1,10
5,1252,2,23
4,1252,1,87
7,133,3,47
10,133,2,51
1018,10,1,11
738,3,3,57
7,438,3,139
4,1425,1,218
10,538,1,11
2,238,1,26
945,3,3,119
3,1428,1,14
791,4,2,44
3,595,10,217
7,1188,1,17
4,479,2,35
5,1182,2,35
46,15,5,167
166,10,3,60
63,13,8,399
7,594,2,114
3,594,1,34
4,594,1,21
815,4,1,50
31,14,1,17
642,3,3,61
677,2,1,12
205,2,1,10
460,3,1,12
978,4,2,22
30,12,1,52
747,10,1,12
1362,3,1,21
11,46,4,138
1328,3,1,15
526,4,1,12
42,14,2,44
3,339,3,56
6,339,1,10
4,339,4,85
7,899,1,14
5,1436,1,19
10,106,2,448
4,567,1,10
1126,3,1,10
113,5,2,79
842,3,2,21
1529,4,1,16
631,4,2,34
935,3,1,12
183,5,1,19
5,69,2,20
4,1442,2,132
770,3,3,119
5,800,3,37
11,800,1,39
46,9,4,141
438,3,5,79
323,3,3,64
4,370,3,34
7,219,1,11
7,1264,1,48
3,877,1,23
374,7,4,55
3,1444,3,90
1030,4,1,14
10,588,3,252
915,10,1,39
108,0,1,324
1137,7,2,63
3,1446,1,60
3,310,2,124
156,6,2,41
5,1132,2,50
7,1132,2,36
1,1132,1,11
1017,13,1,18
10,784,1,23
10,338,4,84
7,914,1,38
427,5,2,47
3,345,2,27
264,3,2,24
677,5,2,352
3,115,1,10
7,730,2,52
3,730,6,149
87,3,2,44
4,1448,2,247
610,10,1,14
3,1449,2,64
4,1449,1,10
4,1032,7,1180
619,3,1,63
1,1102,1,107
3,946,5,65
453,7,1,19
50,4,1,29
576,3,2,28
205,13,2,56
4,626,4,517
7,626,4,65
358,2,2,57
4,112,16,5089
3,699,2,165
1293,3,1,20
4,1456,1,18
7,310,1,13
1672,4,1,12
1,43,3,159
663,5,3,49
22,182,1,81
174,11,2,45
1300,7,2,22
3,1394,2,31
4,1394,1,88
621,3,2,76
2,624,2,267
3,1202,3,70
3,242,1,58
529,5,3,70
1044,7,1,23
7,1330,1,16
137,17,1,10
5,686,1,119
3,686,1,39
11,173,3,42
3,206,1,12
697,2,1,14
296,6,1,27
5,1325,1,20
1440,3,1,14
906,4,2,39
4,1141,1,124
4,794,1,26
504,3,2,48
1219,5,1,117
3,517,1,32
1164,3,3,101
22,31,1,46
265,3,1,20
552,4,1,27
11,438,1,42
270,11,1,21
3,1415,4,170
130,1,3,109
1402,3,1,15
76,13,2,40
3,370,3,56
22,370,1,10
641,7,2,57
184,3,1,10
10,205,4,121
5,1089,1,28
3,980,1,21
1461,4,4,201
3,112,24,585
84,6,9,980
10,1438,1,13
206,3,1,21
3,113,4,110
5,113,3,69
3,184,5,103
1005,10,2,70
3,537,16,940
4,537,6,120
5,905,1,33
12,31,3,52
3,1121,3,150
4,388,4,45
3,1189,1,43
3,993,1,17
3,1077,1,10
7,1440,1,29
7,265,2,51
3,1204,2,28
63,11,5,151
3,252,4,136
30,2,1,12
478,5,1,13
3,1229,1,10
7,289,1,16
7,496,4,63
631,8,1,16
1384,4,1,123
1111,3,1,19
5,1235,1,11
1482,3,1,32
89,5,3,192
9,537,1,13
1145,10,1,13
3,166,8,119
10,166,3,198
68,3,3,54
788,3,1,15
3,1372,1,11
22,34,4,62
235,5,2,25
3,23,2,391
4,1480,2,67
3,767,6,111
874,5,2,155
1443,3,1,14
3,792,1,13
218,3,2,24
302,3,1,20
906,7,2,30
3,386,1,167
7,1481,2,122
3,351,7,340
3,484,1,10
978,5,1,133
4,445,11,1282
3,1184,1,20
7,1184,1,45
1520,3,1,24
10,69,2,184
3,864,1,67
485,3,1,33
4,1483,1,18
1364,3,1,10
3,1066,1,39
4,1484,4,137
4,940,3,2158
1,981,1,11
5,761,1,52
3,981,10,343
233,17,1,12
2,854,1,30
3,605,1,27
3,681,1,13
7,1487,1,27
5,1051,1,150
1287,10,1,22
10,326,1,243
7,326,1,15
5,297,9,708
315,10,1,11
3,655,1,86
1170,5,1,14
5,95,1,14
6,112,1,39
274,5,3,46
46,25,1,17
3,1478,2,59
31,25,7,157
1631,7,1,13
4,795,7,199
206,5,1,24
3,1381,1,11
4,1398,2,32
3,538,2,221
3,230,1,31
1032,4,7,154
1200,3,1,10
2,637,1,49
883,7,1,11
2,1225,1,12
642,4,3,33
2,326,2,50
304,4,1,52
4,1496,1,10
647,3,4,97
7,113,2,302
648,7,1,15
5,1201,1,15
1674,3,1,24
32,3,3,53
12,27,1,25
409,7,1,10
3,1466,1,10
3,288,1,28
1081,1,1,21
3,1345,1,12
2,103,1,40
1048,3,1,34
24,42,4,93
502,3,2,25
74,22,3,53
4,1377,1,20
137,2,1,55
3,1499,1,19
4,753,1,11
7,1500,1,11
3,1064,2,68
3,1502,1,60
1,128,1,168
3,536,2,28
4,213,3,520
1499,3,1,18
3,862,1,41
1221,7,1,48
1,583,1,71
704,3,2,193
7,1508,2,215
261,3,3,54
3,575,2,110
1078,5,1,11
3,1357,2,32
3,1004,2,25
7,59,1,22
46,16,4,314
600,7,2,129
4,603,10,486
130,5,6,187
695,5,4,99
1,985,1,20
631,7,2,27
7,1403,1,22
183,10,1,12
1,914,1,20
3,1210,2,189
5,1510,1,15
4,254,3,89
297,7,1,13
31,24,1,52
7,116,11,173
10,116,1,11
8,116,1,16
13,774,2,20
2,1125,1,52
1468,7,1,38
3,1193,4,111
5,342,8,249
11,342,2,29
210,4,4,56
130,13,2,39
1386,5,1,10
12,34,4,67
150,7,4,71
4,555,2,30
185,6,1,16
3,705,6,117
3,871,1,19
767,3,2,30
2,1098,1,111
4,1294,1,12
33,47,4,69
51,7,1,18
1374,2,1,162
326,4,4,379
405,10,1,15
3,628,1,16
3,1513,1,80
1346,7,2,27
778,1,3,35
4,1060,1,16
3,1515,1,15
523,4,1,25
40,2,1,13
2,1119,2,98
188,13,1,42
577,3,2,35
10,123,3,70
7,804,9,722
10,770,1,13
2,440,1,15
1432,3,1,30
3,1465,1,102
4,1331,1,102
3,303,1,13
7,303,2,59
2,148,1,51
7,148,1,12
8,148,1,31
3,749,2,33
4,1075,1,16
397,4,2,25
10,915,1,53
298,1,4,45
337,4,1,56
4,394,1,15
59,3,3,39
4,1520,2,97
4,1521,2,51
4,1181,4,126
516,3,1,15
273,3,1,48
2,166,1,10
1379,3,2,59
675,7,2,101
7,1010,1,29
1,55,4,110
1095,2,1,13
202,4,1,22
564,3,2,102
237,6,1,16
162,7,1,36
252,4,1,10
3,1281,1,13
1448,4,1,42
491,3,2,75
1,130,1,10
7,1142,2,64
5,1142,2,45
4,1142,1,21
10,1142,1,10
11,30,1,15
320,5,2,21
38,15,1,60
7,407,4,141
148,4,2,21
1432,7,1,41
7,1291,1,11
341,3,2,29
300,3,5,108
595,3,2,28
44,34,1,18
422,3,1,10
3,961,1,19
4,467,1,10
290,4,2,127
473,2,1,23
4,943,1,10
1625,3,2,25
887,4,3,133
603,4,2,59
3,56,7,200
808,1,1,18
5,229,1,10
7,229,1,38
642,5,3,36
178,4,1,18
1181,4,1,47
3,1030,3,42
598,10,2,130
3,1410,1,17
1094,10,2,26
7,444,1,26
1160,4,2,22
20,47,2,213
31,13,13,216
204,15,1,56
3,1522,3,68
3,1525,1,73
3,1526,1,39
2,1527,1,25
7,1527,1,12
1398,4,2,34
3,1301,3,76
3,1528,1,15
0,27,3,59
13,233,2,33
602,3,1,44
4,632,2,1000
7,632,1,10
938,3,1,15
3,1163,1,45
1673,7,1,11
340,3,1,26
5,684,1,24
195,5,4,63
10,778,1,42
3,1404,2,50
400,5,2,48
108,11,2,59
6,237,2,47
7,237,3,95
291,3,6,116
3,1500,1,46
424,4,1,13
4,657,5,388
74,15,1,306
4,400,3,38
5,400,4,72
4,1536,1,12
1045,4,1,160
3,1267,1,79
10,157,1,12
3,465,1,22
1079,7,2,24
7,1274,2,87
20,31,1,187
398,7,7,135
1165,3,4,54
3,1288,1,13
4,642,4,394
3,491,8,138
5,70,1,12
7,1539,1,13
3,1158,2,63
4,211,1,64
1386,4,1,11
651,3,2,44
1444,3,1,16
4,321,1,57
1129,3,1,19
920,3,9,172
286,3,1,50
1264,7,1,17
1579,4,1,13
3,787,4,148
1,787,1,12
4,185,1,323
8,237,1,45
895,3,2,41
908,1,1,82
1264,2,1,33
74,5,1,59
3,869,1,70
46,20,12,213
3,239,2,1592
207,7,3,44
1041,7,1,23
3,228,6,185
268,5,1,20
4,166,4,67
3,298,4,118
538,3,1,97
665,3,2,110
314,1,1,101
499,3,4,46
4,697,4,88
7,28,1,46
5,1514,1,13
10,139,1,73
6,236,1,116
185,2,1,14
33,20,6,231
3,362,1,13
5,138,2,186
1238,7,1,13
30,10,3,130
435,4,4,119
265,7,1,75
657,7,1,10
4,1554,1,16
4,1154,1,15
4,847,3,45
4,1501,1,29
3,584,1,40
4,1344,1,27
5,881,2,55
3,1556,1,89
707,3,2,80
11,344,1,16
30,5,3,384
877,3,1,12
1073,10,1,10
1286,3,1,30
53,1,3,35
46,24,3,145
342,11,2,32
774,4,5,60
4,294,2,31
5,988,1,50
731,7,1,19
1517,3,1,22
245,4,1,14
1663,5,1,79
680,3,1,13
260,7,1,16
668,3,2,31
74,14,1,41
46,42,2,33
1,113,1,13
909,7,1,51
859,3,3,49
4,948,1,162
4,1280,4,70
1011,4,1,16
148,3,6,306
5,697,2,37
5,975,1,13
104,3,7,166
433,7,2,188
378,3,2,52
1138,4,1,13
7,112,4,63
90,1,1,136
4,382,1,14
350,4,2,37
31,15,5,116
4,1277,1,26
3,960,1,10
3,1469,1,27
337,3,1,11
3,255,7,119
7,808,1,149
11,697,1,10
859,7,1,32
282,5,3,54
720,3,1,11
5,851,1,11
1616,3,2,79
3,1169,1,16
366,4,1,10
1102,4,2,140
388,10,1,13
3,133,1,19
5,133,1,12
2,233,1,10
289,3,2,41
511,7,1,93
1430,3,1,22
293,5,1,13
11,981,1,10
626,2,1,51
5,171,3,116
3,759,3,85
4,759,2,302
7,916,1,14
492,10,1,21
10,832,1,11
5,1130,1,17
3,1314,3,42
103,6,1,11
59,0,1,16
10,400,1,10
46,22,14,468
7,777,1,47
4,777,1,16
3,1179,2,47
3,1545,2,37
962,4,1,13
7,705,1,14
3,1566,1,40
4,1566,1,15
406,3,1,24
3,1571,1,13
7,479,3,86
361,7,2,22
33,27,1,12
5,322,1,14
309,1,1,12
601,10,1,70
10,238,1,19
7,1472,1,15
4,631,3,73
103,7,10,283
53,7,6,94
1070,3,1,21
798,5,1,10
1663,2,1,16
141,3,1,36
390,1,2,43
1390,3,1,18
5,116,6,246
10,1314,1,23
7,1314,2,58
7,1574,1,11
442,1,2,82
10,222,1,82
1545,3,1,12
4,873,1,146
4,970,1,31
342,5,2,40
3,1200,14,698
432,4,2,101
1426,4,1,44
3,1576,1,10
27,20,1,14
3,131,1,173
1066,3,4,92
27,11,2,117
7,143,1,20
28,5,1,16
3,1378,2,51
61,11,1,35
3,1359,1,11
3,161,4,140
122,3,3,65
11,876,1,24
3,1427,2,1164
6,54,5,128
10,375,1,29
805,3,1,33
1550,3,1,15
3,567,9,940
1301,4,1,25
405,7,3,77
1545,1,1,26
5,372,1,35
1480,10,1,15
3,1580,2,34
11,156,2,38
77,3,1,12
814,4,1,24
4,755,1,12
3,1493,1,84
1617,4,1,11
14,42,3,97
11,42,6,135
784,10,2,43
1145,3,1,12
610,4,1,35
2,204,1,16
505,2,1,10
4,1157,1,11
3,653,2,28
4,653,4,236
7,653,1,29
136,1,2,59
1391,3,1,13
10,104,1,23
3,844,1,15
47,12,4,315
223,3,2,55
1631,3,2,30
600,3,3,42
148,13,2,34
10,1204,1,14
4,810,1,1291
11,810,1,11
3,1586,1,16
566,3,3,46
92,3,2,95
3,1587,1,10
11,325,1,20
3,223,5,115
3,1283,1,15
7,1220,1,61
378,17,1,26
5,1068,1,14
7,1068,1,12
5,555,1,11
547,3,2,99
634,4,2,71
128,4,2,39
10,107,1,22
1144,3,1,11
8,173,1,12
762,3,2,79
1400,3,2,73
42,46,1,16
34,0,3,57
3,1591,1,23
7,1591,1,17
329,10,1,17
1,425,1,51
7,1144,5,355
7,610,3,38
9,244,1,33
11,244,1,22
3,186,1,10
4,186,1,10
4,505,1,20
3,601,1,11
398,3,4,46
7,390,1,22
7,144,1,18
1177,3,1,22
71,4,15,1550
81,5,1,11
5,439,1,14
4,1110,1,12
160,21,1,17
4,801,2,33
3,1593,1,18
4,1370,1,48
2,1135,1,71
150,8,1,10
1663,3,1,38
1144,7,3,78
7,154,2,36
1194,7,1,21
18,3,1,19
3,637,1,19
269,3,1,62
3,404,2,99
30,1,1,10
84,1,2,58
0,160,1,11
6,160,1,14
1279,7,1,11
3,638,1,23
4,1596,1,66
3,1596,1,12
43,7,1,11
3,1492,1,20
3,1405,1,11
688,3,4,108
4,466,2,32
8,133,1,278
3,1594,4,51
355,4,2,45
1397,5,1,24
44,39,1,26
0,31,3,49
4,219,1,124
5,219,1,47
3,365,2,52
3,353,1,35
3,1551,1,24
3,96,2,40
1439,3,1,15
7,1400,1,11
839,3,2,44
753,5,1,55
22,42,4,69
279,1,1,12
435,5,2,42
570,3,1,11
1646,3,1,11
977,2,1,14
5,127,4,95
7,360,1,35
416,7,1,12
524,7,1,10
4,1006,1,60
3,819,3,104
3,1471,1,10
4,1349,1,17
2,1349,1,24
7,1349,1,10
3,821,1,48
7,821,1,12
7,726,1,12
1131,3,1,11
113,4,2,26
3,940,1,76
47,9,4,68
4,168,2,276
631,5,1,55
3,847,3,138
1214,3,1,36
3,526,3,77
7,526,1,10
3,281,2,34
