from_lc_id,to_lc_id,link_edges_count,link_traffic
7,400,1,10
3,835,2,35
1,291,1,12
5,1419,1,25
3,880,1,12
112,2,1,34
120,7,1,14
3,1123,1,38
3,486,3,118
2,160,1,32
712,7,1,17
2,941,1,65
783,3,1,15
3,781,1,11
3,1386,2,133
5,100,3,72
1,1033,3,84
5,1067,1,25
3,1209,1,45
3,1565,1,20
1368,3,1,21
5,189,3,61
100,5,2,41
10,670,1,12
439,11,1,20
3,1467,1,11
4,648,4,58
3,1604,1,26
7,1316,1,37
1062,3,2,29
7,1197,1,16
5,1197,1,26
2,753,1,12
3,676,2,22
3,978,1,20
254,3,2,51
1,876,1,16
1415,3,2,35
5,994,1,25
130,10,5,67
4,1589,1,16
494,5,1,16
3,1584,1,47
182,22,3,102
954,3,1,13
7,636,1,21
1604,3,2,39
7,1135,1,17
1253,3,1,12
7,654,2,33
16,42,1,13
3,474,1,29
3,1607,2,166
219,5,2,38
3,1382,1,10
33,63,1,96
116,1,1,14
3,1608,2,29
3,912,2,105
325,3,10,339
383,7,1,10
873,3,1,12
2,108,4,94
3,360,2,37
59,8,1,16
1007,10,1,11
2,279,1,47
1082,4,3,35
1601,3,1,23
1,1225,2,65
1181,1,2,42
3,1037,1,54
388,4,1,12
597,4,1,24
4,558,1,11
3,439,2,20
5,507,1,10
4,744,1,56
54,15,2,45
856,3,2,134
7,62,2,62
872,4,2,69
712,5,1,29
7,1278,3,38
3,1278,3,57
3,1599,1,10
3,964,1,10
6,822,1,11
4,189,1,83
7,165,1,13
3,1226,2,58
236,4,2,28
205,17,1,32
4,1409,1,10
1068,7,1,12
954,7,1,10
247,4,1,21
671,3,1,13
2,173,1,15
43,10,1,31
3,114,2,53
7,1252,1,10
4,1611,3,34
3,1003,2,23
1074,4,3,275
3,1433,1,14
132,10,1,15
650,5,1,12
3,627,1,28
4,1612,1,17
494,10,1,13
3,1050,2,57
1359,3,1,11
213,4,5,90
850,7,1,15
4,1613,1,58
1,77,2,52
3,169,1,149
787,3,1,16
235,1,1,18
243,1,2,27
13,452,1,14
593,3,1,10
7,405,4,77
7,515,1,18
1,708,1,18
4,1431,1,12
1,54,9,543
320,4,2,45
107,7,2,36
191,3,1,27
134,3,2,50
439,4,1,331
3,1019,1,31
7,1616,1,12
4,1616,3,78
3,32,3,114
1,205,6,134
10,956,1,10
63,16,1,13
7,850,1,25
3,373,2,136
123,2,1,13
1032,10,1,12
452,3,5,133
5,251,1,16
830,4,1,15
10,431,1,23
7,819,3,103
243,3,5,240
383,3,1,13
47,14,2,65
14,74,1,21
1354,3,2,45
861,4,7,873
791,7,1,22
298,7,2,45
1176,3,1,20
7,956,1,26
3,1376,2,38
10,93,6,122
7,93,7,244
4,93,7,356
1017,10,1,32
861,1,2,72
4,262,2,339
97,3,1,13
38,5,4,106
804,3,8,174
306,7,5,69
5,1124,3,86
2,1124,2,167
26,3,1,11
1663,4,1,16
1017,7,4,145
3,1602,3,89
5,1349,3,225
354,1,1,21
1572,7,1,10
3,243,4,54
1355,7,3,54
10,1301,1,20
71,3,1,11
4,1178,1,466
93,11,3,44
3,633,2,57
372,3,4,87
7,1505,1,18
4,330,1,18
3,272,2,84
4,1567,1,25
1105,3,1,14
908,3,2,24
4,290,1,179
1225,1,1,23
3,1271,6,184
7,375,1,22
1087,3,2,93
4,407,1,472
4,773,1,27
102,7,2,35
727,5,1,16
5,629,1,22
3,831,1,13
10,1349,1,10
1595,4,1,13
197,5,1,28
953,7,2,52
396,10,1,26
572,7,2,21
1300,4,2,49
3,1627,1,23
1380,7,2,24
1132,3,1,10
4,1074,2,118
2,1074,1,15
4,488,2,37
259,2,1,11
3,286,5,120
942,4,3,98
540,2,1,14
398,1,1,28
3,1548,1,19
149,3,4,87
1,1380,1,14
994,7,1,28
3,689,1,33
1257,3,1,45
3,60,2,27
306,5,1,45
1193,3,2,20
5,1160,4,155
77,4,1,12
4,430,1,288
28,3,1,20
503,2,1,42
4,81,1,12
3,1034,1,10
4,1034,1,13
7,1607,1,12
3,906,8,571
3,741,2,56
910,3,1,11
3,602,1,95
3,1578,2,31
116,6,2,25
2,829,1,20
5,492,1,11
3,719,1,29
7,1422,2,63
3,1422,4,74
2,657,1,20
1676,5,1,11
999,3,1,79
239,7,1,15
2,1104,1,14
743,7,1,12
7,793,1,12
714,3,1,41
10,937,1,28
6,74,1,11
2,137,1,12
3,1164,4,65
7,1164,1,11
39,33,3,74
7,1230,1,12
5,407,2,46
3,1490,1,16
5,1490,1,10
8,129,1,12
182,17,1,12
392,10,1,30
306,3,1,10
3,216,1,28
3,268,1,15
4,268,2,28
10,791,1,63
3,791,2,160
10,755,1,11
3,1316,1,11
1205,4,1,33
11,233,3,40
30,4,1,19
3,728,3,62
17,63,1,11
110,7,1,16
5,563,1,16
7,953,2,261
9,116,2,191
4,1392,1,14
5,1463,1,16
3,1291,1,57
1635,4,1,11
1,887,3,63
3,292,3,52
3,1118,1,11
31,12,2,25
5,418,4,770
624,1,1,22
554,1,3,50
259,1,1,11
1303,5,1,13
3,987,1,10
1202,3,1,20
3,626,1,45
7,1015,1,17
646,7,1,30
1598,3,1,10
3,1167,2,24
1079,4,2,26
3,1086,1,23
10,1192,1,18
404,3,5,73
15,42,5,157
44,33,3,55
957,4,2,25
3,59,4,295
128,15,1,16
342,15,1,10
1316,5,1,17
3,1284,1,14
4,487,1,14
5,414,1,14
3,1491,2,50
10,1104,1,18
112,10,1,19
8,160,2,48
442,5,4,109
3,923,2,28
775,4,1,13
1084,10,1,71
10,1264,1,12
961,5,1,18
7,352,2,27
4,352,2,70
3,352,2,47
7,1416,1,51
4,1416,1,12
5,376,1,156
474,3,1,10
5,1274,1,20
10,89,1,14
303,4,2,119
869,3,1,68
195,10,3,48
3,1092,3,71
391,7,1,10
690,4,1,11
19,20,3,103
1636,3,1,18
40,1,1,14
1,634,2,83
1091,4,1,22
3,74,3,54
5,645,4,103
970,5,1,26
4,333,1,15
3,333,1,16
5,698,3,72
4,698,1,18
4,706,2,61
3,1452,1,279
3,1168,1,24
2,1275,1,49
7,1604,1,15
1538,4,1,10
4,405,1,33
3,561,1,11
1433,4,1,34
3,1025,1,115
11,535,1,10
3,632,6,405
4,530,2,132
3,641,1,12
1,641,1,21
7,641,1,18
850,3,1,69
7,486,1,15
1249,4,1,200
533,4,2,57
27,17,4,132
11,129,1,12
3,979,1,12
5,836,1,10
1306,3,1,10
136,2,2,48
4,779,1,30
5,1153,1,32
4,1644,1,25
5,1346,2,35
4,965,1,47
997,3,3,86
3,543,1,44
2,503,1,52
3,1265,2,182
7,1232,1,20
597,5,1,10
42,33,2,58
7,613,1,25
2,613,1,22
650,3,2,102
575,3,1,21
7,840,3,65
412,7,1,11
556,3,2,70
3,1497,1,11
4,341,1,15
7,341,2,47
5,825,1,28
3,825,1,15
34,22,2,39
3,933,1,10
3,449,1,10
650,7,1,14
1313,7,1,13
3,341,1,11
5,341,2,82
3,1406,2,28
14,31,1,12
1233,1,1,12
1,224,2,238
3,752,1,14
112,7,2,65
122,7,1,10
1338,3,1,15
4,677,1,47
5,631,1,11
7,631,3,63
4,410,2,198
7,410,1,13
428,3,1,30
81,1,1,17
7,1412,1,18
316,6,1,14
44,47,2,57
3,1650,2,30
940,1,1,69
4,1651,1,20
7,1611,1,10
5,1611,1,94
835,5,1,15
3,827,1,47
4,711,1,14
3,1256,1,23
1503,3,1,75
891,10,1,11
1413,4,1,14
920,7,1,12
1102,3,2,27
5,1036,1,14
72,5,1,12
3,1081,3,108
3,1171,1,11
4,925,1,13
3,1247,1,101
3,1139,1,40
171,3,1,11
9,42,2,174
7,997,3,77
5,1219,1,13
3,1208,1,13
1,119,1,16
39,47,3,110
4,360,1,37
1563,4,1,20
372,7,2,248
1079,17,1,13
814,8,1,32
2,61,2,27
560,4,1,13
5,1144,1,26
5,1538,1,16
7,1538,1,13
595,1,1,15
265,4,1,13
445,3,2,29
207,10,1,92
1097,4,1,11
292,3,3,54
1184,3,1,17
5,1608,1,31
4,1608,1,13
3,913,1,23
1011,1,1,29
74,8,1,13
1308,4,1,139
10,997,1,14
3,120,1,11
1102,1,1,10
5,279,1,24
293,10,1,15
4,738,1,11
198,5,1,15
3,1109,1,27
486,3,1,83
195,7,1,18
1059,4,2,201
3,947,1,14
543,2,1,10
683,2,1,14
1118,4,2,41
5,478,1,12
7,478,1,14
1636,7,1,20
339,6,1,11
415,3,2,36
1140,3,1,78
778,10,1,14
4,1657,1,45
664,4,1,13
4,1008,1,21
3,314,3,191
3,763,1,15
116,10,1,39
122,5,4,83
3,1658,1,20
80,10,2,45
3,100,2,40
3,891,4,115
1514,3,1,25
628,4,2,64
1058,4,2,50
967,3,2,23
10,459,1,10
594,1,1,29
4,422,3,753
301,5,1,18
1192,4,2,216
61,1,2,39
37,5,1,11
7,1312,1,44
3,1312,2,78
3,1495,2,82
2,303,1,243
930,5,1,20
4,645,3,62
7,752,1,15
1,316,1,22
3,1268,1,11
3,1600,3,39
7,1600,2,70
10,1600,1,57
1585,3,1,30
5,1374,1,18
3,1374,1,59
3,1549,1,25
3,172,1,12
1329,3,2,43
7,227,1,14
197,10,1,10
4,390,2,119
104,7,3,59
1030,7,1,18
10,792,1,267
7,1456,1,94
13,500,1,21
765,3,1,123
10,676,1,40
5,676,2,84
7,676,1,10
4,572,1,26
354,6,1,18
1120,11,1,15
980,1,1,38
63,9,1,12
406,4,2,40
47,15,3,283
81,3,1,31
348,3,1,14
7,1663,1,425
10,724,2,90
3,1447,1,45
10,1017,1,17
7,1017,1,22
4,1031,1,10
5,1031,1,19
3,167,2,73
7,167,1,26
5,61,6,292
5,1520,1,26
7,756,1,13
3,756,1,30
3,1654,1,18
891,3,1,22
3,1664,1,40
4,1664,1,15
10,235,2,35
5,235,1,10
3,1649,1,19
41,4,1,186
10,58,2,323
417,5,2,32
1042,3,1,10
4,1648,1,22
3,1266,2,36
808,7,1,16
85,7,1,20
3,1489,1,24
391,4,2,50
326,13,1,15
7,791,1,16
3,1665,1,10
338,10,1,10
630,3,2,23
979,3,1,10
4,1659,1,87
3,1348,1,211
567,3,5,118
33,160,1,23
3,667,1,24
7,323,2,363
1148,3,1,10
3,1646,2,332
3,700,1,25
6,205,1,35
8,205,3,77
349,3,3,48
1315,3,1,13
4,236,2,356
983,3,1,22
1347,7,1,23
858,3,2,105
886,5,1,12
2,1295,1,86
1,40,2,46
3,498,1,18
532,3,2,36
3,18,1,10
4,156,2,23
3,1248,3,59
387,4,2,53
5,610,3,162
7,675,2,21
2,1150,1,12
3,1150,1,12
4,1094,5,149
4,1461,5,287
1,1461,1,11
7,1461,2,159
11,1461,1,11
4,731,1,67
3,464,1,17
7,464,1,10
992,4,1,13
4,1287,3,57
181,3,1,10
1605,3,1,10
522,3,1,33
15,46,3,69
7,1080,1,36
7,1346,2,79
372,2,1,17
591,4,2,30
4,659,2,266
3,117,2,96
346,5,2,136
2,1111,1,10
4,1111,1,33
1179,4,1,14
77,1,1,10
115,4,1,16
182,8,2,71
454,1,1,11
3,1669,1,16
4,766,2,24
769,7,1,12
4,1250,1,12
7,1520,1,29
813,5,1,10
3,1560,1,10
5,808,1,10
303,5,3,47
1143,3,1,14
572,3,3,57
5,1397,1,25
3,1397,1,10
4,1397,2,45
10,29,1,69
3,1203,2,89
137,8,1,10
3,354,2,46
1086,4,1,335
3,1272,1,31
3,84,5,216
5,1048,1,14
7,595,7,163
1035,4,1,17
4,900,1,12
7,1177,1,10
3,858,3,130
4,1537,1,26
2,354,1,10
326,5,2,908
284,3,1,37
7,296,2,52
1,576,1,24
4,264,1,289
1522,4,1,17
626,5,2,24
5,503,3,62
4,503,3,140
7,503,2,30
4,539,1,13
497,3,1,50
4,278,1,10
5,278,1,13
195,1,1,36
1420,4,1,13
450,3,1,16
717,4,1,10
7,1240,1,39
8,130,1,41
1210,3,1,12
3,504,1,59
100,3,1,29
70,3,1,27
7,295,1,18
113,3,4,75
3,966,1,20
1002,5,1,25
7,202,1,34
3,739,1,14
7,739,2,25
1276,3,1,10
3,191,1,38
3,1339,1,42
1,207,1,19
10,957,1,14
3,957,1,23
3,1384,1,100
888,3,1,27
3,1297,1,22
3,116,1,80
579,4,1,10
7,1217,1,16
17,326,1,39
3,1212,1,20
1271,3,1,96
944,4,1,43
206,1,1,11
1473,3,1,14
4,1527,1,13
160,8,2,52
342,2,1,25
5,225,3,62
4,680,1,11
3,1033,1,32
1063,3,1,10
7,228,1,12
185,1,1,13
3,614,1,78
4,614,1,11
7,100,2,22
5,1479,1,14
940,5,1,20
3,1546,1,11
3,1660,1,17
236,6,1,22
4,199,1,23
3,442,2,108
5,259,1,95
1132,2,1,21
4,1300,5,104
3,99,1,41
227,3,1,23
632,7,1,13
3,497,2,69
21,108,1,21
712,10,1,19
3,1279,2,50
4,832,1,13
7,832,1,17
5,832,1,28
3,1640,2,37
3,1135,1,15
902,4,1,19
2,683,1,14
10,578,2,71
553,5,1,10
1252,7,1,11
5,426,1,23
3,1455,1,15
7,458,1,10
738,1,1,10
5,1442,1,10
643,4,1,20
3,1429,1,64
4,1429,1,25
184,7,1,18
838,3,1,11
7,852,1,13
272,7,1,23
5,352,1,11
2,78,1,16
1486,3,1,16
1102,10,1,15
3,144,2,26
3,1255,2,56
3,520,1,10
4,654,2,83
927,1,1,20
13,84,1,10
10,643,1,10
16,46,6,144
1510,3,1,10
590,3,1,11
431,5,1,19
2,1046,1,21
3,1046,1,16
4,543,2,26
3,408,1,10
3,1176,1,10
268,4,1,17
1,496,1,37
4,1388,1,50
3,687,1,14
3,604,1,20
140,3,1,106
1287,2,1,13
14,9,2,21
5,254,2,46
421,3,1,10
10,1650,1,64
213,10,1,14
1693,3,1,11
205,10,2,63
4,210,4,441
17,182,2,55
490,3,1,27
7,1677,1,18
96,3,2,31
3,656,1,16
10,1088,1,26
3,392,2,60
7,591,1,21
254,4,1,37
503,7,2,27
4,79,1,203
5,527,2,34
10,851,1,10
976,3,4,189
1425,4,1,22
328,3,1,26
65,3,1,10
435,2,1,14
4,1508,3,55
3,659,2,44
3,1642,1,12
48,3,1,16
7,1680,1,65
10,388,2,26
5,859,1,12
3,950,2,268
1,339,1,18
9,316,1,14
3,999,2,134
3,1356,1,16
3,623,3,94
366,5,1,10
119,5,1,13
3,1354,2,119
1071,3,1,10
3,576,1,60
1029,3,1,12
752,3,1,14
1102,7,1,227
1115,3,1,10
4,1328,1,15
27,22,4,42
5,1095,1,11
21,156,1,15
3,1624,1,12
3,1430,2,30
15,74,1,57
3,1618,1,87
11,64,1,17
4,224,1,13
1,127,1,13
1342,3,3,76
4,634,2,264
7,634,3,51
92,1,3,108
93,22,1,11
3,1317,1,19
1308,3,1,296
76,17,1,19
1233,3,1,26
42,0,3,82
1001,4,1,50
3,531,2,44
435,1,1,18
4,990,1,67
7,778,1,25
7,161,2,35
3,838,1,29
5,838,1,15
4,838,1,29
3,799,2,65
537,2,1,17
1351,3,1,10
162,2,1,11
136,5,1,25
418,4,1,14
10,396,1,37
1608,2,1,53
5,303,3,100
13,303,1,20
2,618,1,12
1227,7,1,20
3,1303,1,26
7,1303,1,25
771,3,1,28
3,1069,3,46
554,10,2,47
1600,7,1,14
7,1261,1,26
319,3,1,22
616,3,1,12
824,3,1,16
4,1386,2,37
3,284,7,136
8,479,1,18
3,863,1,27
4,863,1,11
7,863,1,16
3,1506,4,91
6,987,1,91
63,5,2,76
3,276,1,22
34,24,1,18
930,1,1,57
33,46,6,92
1,259,1,14
1254,4,1,18
3,952,1,11
5,1074,2,40
4,661,1,17
3,263,1,28
819,7,1,12
8,63,1,39
727,7,1,33
333,3,1,10
39,27,1,18
108,24,1,69
148,7,1,16
7,1448,1,14
1563,3,1,12
3,483,1,10
4,1683,1,30
4,1082,2,589
1594,1,1,11
713,3,2,21
10,713,1,118
3,713,1,33
313,3,1,11
7,1609,1,31
5,1609,1,12
871,7,1,35
2,57,2,25
17,416,1,27
2,412,2,1082
4,808,2,203
10,808,1,13
626,7,3,33
27,13,2,22
5,431,2,43
1,103,1,43
3,1040,1,16
7,1040,1,11
1,182,1,12
7,887,1,13
723,3,1,25
108,5,3,45
4,652,1,19
1,442,1,103
91,7,1,33
5,985,2,48
3,1666,1,13
3,1151,1,13
4,1528,1,40
1289,3,1,17
29,10,1,147
587,7,1,15
3,1509,1,10
7,1496,1,14
4,468,1,22
3,1542,1,29
4,1686,1,218
5,396,4,72
231,7,3,43
7,1008,1,14
3,1207,1,72
3,1117,1,14
4,736,2,39
706,7,1,12
3,885,2,53
7,885,1,162
7,1351,1,115
1041,3,2,53
3,1396,1,35
3,195,8,279
5,195,7,131
7,195,1,17
1,738,1,13
1218,3,1,16
3,1362,1,11
74,3,1,13
969,3,1,17
4,884,1,11
8,1120,1,12
2,1120,1,32
315,3,1,10
858,7,1,13
964,3,2,43
10,385,1,33
12,84,1,13
3,1616,1,39
333,5,1,12
1461,8,1,11
3,1681,1,34
8,1346,1,14
3,1407,2,58
100,7,1,215
1404,3,1,21
282,4,1,10
3,287,1,19
5,287,2,209
1602,3,1,10
235,10,1,16
180,4,1,45
3,1346,1,14
1,1346,1,48
3,1655,1,22
194,3,1,62
1124,5,1,45
1078,10,1,12
897,5,1,14
3,715,1,63
353,3,2,53
816,5,1,13
1437,3,2,28
3,1671,1,43
861,8,1,14
14,46,1,11
77,10,1,23
198,3,1,135
10,1457,1,10
906,3,1,74
3,1072,2,29
4,1421,1,10
1194,3,1,28
986,3,1,23
4,1458,1,15
4,840,1,18
730,3,3,119
4,30,3,260
529,7,1,11
3,1434,3,42
677,7,1,10
1334,4,1,20
3,319,1,20
7,1069,1,34
1418,3,1,15
1072,3,1,14
898,3,1,15
3,1641,1,13
314,3,2,42
657,3,1,11
30,3,1,22
7,1688,1,19
112,5,1,15
819,3,1,14
7,1118,3,118
3,1636,1,68
1127,3,2,34
981,3,2,59
554,7,2,38
1143,7,1,12
3,1485,1,13
1159,4,3,178
7,1300,2,47
948,4,1,45
3,1258,1,18
10,119,1,14
11,119,1,10
697,5,2,62
5,255,1,15
4,255,1,30
5,90,1,13
3,1678,1,111
4,206,2,30
571,3,1,20
377,3,1,36
8,156,2,66
1514,2,1,21
4,1351,1,132
689,3,1,25
3,1076,1,99
108,25,1,11
77,17,1,11
7,1030,1,11
7,449,1,13
10,169,1,10
27,25,1,10
3,271,1,78
4,427,2,474
625,5,1,12
414,10,1,14
3,948,3,93
7,948,1,27
3,221,1,54
1651,7,1,225
390,3,1,17
848,4,1,10
3,1239,2,43
4,478,1,30
27,24,2,22
3,824,1,10
4,1303,1,15
7,529,1,204
7,1435,1,39
177,7,1,29
4,384,1,38
4,216,1,19
5,216,1,10
36,4,1,10
2,526,1,18
701,3,1,14
1464,3,2,46
3,1620,2,34
5,583,1,25
7,765,1,10
3,765,1,34
4,344,2,118
27,34,1,31
4,1227,2,26
39,20,1,11
3,843,1,20
3,1555,1,12
4,1663,1,53
3,1663,1,239
258,10,1,16
3,967,1,14
27,15,1,40
250,5,1,87
7,388,1,17
694,3,2,95
8,1191,1,16
2,786,1,32
10,786,3,103
1108,3,1,38
4,1475,1,15
510,4,1,77
7,660,1,21
4,746,1,11
7,746,1,14
3,902,1,109
4,902,2,28
5,902,2,47
6,252,1,12
2,1386,1,15
1452,4,1,17
7,194,2,31
205,11,1,10
3,335,1,10
10,112,1,11
258,3,1,12
808,10,1,14
3,485,1,26
130,6,1,11
300,2,1,28
189,4,1,33
133,7,3,101
4,676,2,32
551,1,3,87
2,43,7,87
3,1562,1,44
293,2,1,14
3,1653,1,11
676,13,1,12
4,1534,1,153
116,2,3,33
3,578,1,12
84,2,1,17
1340,4,1,11
243,7,2,51
3,1656,1,16
3,782,2,31
5,1468,2,26
7,1468,1,11
4,1468,1,31
228,3,3,83
294,5,1,13
572,5,1,12
1520,5,1,11
4,904,1,16
3,904,1,32
4,1152,1,14
3,806,1,11
327,3,2,114
7,477,1,98
534,7,1,21
3,1423,1,11
1530,3,2,44
313,4,1,48
3,1477,1,32
695,7,1,21
339,15,1,30
49,7,1,11
479,7,1,10
1257,4,1,11
3,1437,5,87
436,4,1,10
3,1644,1,19
4,143,1,10
4,1462,2,31
2,1462,1,72
3,1632,1,23
5,648,5,87
3,648,1,13
13,648,1,13
2,648,1,96
7,1389,1,12
1221,3,1,12
3,453,1,19
10,576,1,33
7,576,1,12
245,5,1,11
1,503,1,12
7,695,4,136
5,695,3,50
4,695,1,36
5,455,1,61
233,5,2,62
3,1668,1,36
5,23,1,10
3,1673,2,45
5,81,1,43
192,4,1,22
118,3,1,77
359,5,1,32
4,635,1,12
930,4,1,30
4,402,1,43
7,1483,1,13
4,549,2,22
7,1204,1,22
4,1204,1,27
5,1204,1,28
3,1370,1,31
4,987,1,10
1333,3,1,121
3,622,1,14
4,52,1,187
1216,3,1,61
7,540,1,12
7,994,1,36
287,22,1,16
133,6,1,23
3,1622,1,40
61,0,1,18
378,13,1,33
7,443,1,11
3,1605,1,17
4,1519,1,48
5,1519,1,13
7,1605,1,87
307,3,1,15
33,31,2,25
73,4,1,164
3,1652,1,12
354,4,1,21
1291,3,1,11
1146,5,1,57
1204,3,1,13
1266,3,1,10
1093,3,1,19
3,609,1,28
645,4,1,22
207,2,1,24
7,457,1,11
3,1530,1,37
10,1319,1,14
5,1319,1,10
679,4,1,30
10,598,1,14
3,598,1,10
10,253,1,22
27,39,1,12
4,560,2,28
3,984,1,49
5,1061,1,19
468,4,1,27
446,3,1,10
163,13,1,12
665,10,1,26
7,920,1,24
2,128,2,1486
30,11,1,10
3,1615,1,10
7,404,1,58
4,326,3,2177
315,9,1,10
1,61,1,14
3,407,2,131
1682,3,1,11
11,927,1,17
4,927,4,78
5,467,1,16
10,727,2,41
921,4,1,20
3,928,1,16
5,107,1,24
3,1225,2,101
5,809,1,21
1564,3,1,12
1455,3,1,14
2,1144,1,59
125,7,1,137
4,1569,1,11
1337,4,1,32
10,1392,1,27
1441,3,1,28
4,1337,1,40
7,700,1,14
1181,5,1,11
1014,5,1,14
169,3,1,120
810,4,1,12
298,14,1,35
246,3,1,13
4,396,4,101
298,2,1,15
3,1418,3,120
7,548,1,11
3,685,1,10
1065,4,1,19
5,1480,2,22
1,285,1,11
1481,4,2,33
5,1431,1,16
4,1510,1,49
3,867,2,103
4,1367,1,10
3,472,1,16
2,830,1,17
232,4,1,21
131,3,1,10
43,6,1,17
10,247,2,50
2,463,1,317
7,166,2,44
626,13,1,11
3,1552,1,12
3,1651,1,41
901,3,1,13
3,30,2,334
3,1523,1,15
17,778,1,19
5,420,1,240
1204,4,1,17
634,7,2,58
991,10,1,14
668,5,1,20
10,1259,1,17
7,630,1,12
5,630,1,51
10,467,1,15
74,25,1,10
3,489,1,151
1341,4,1,12
3,944,1,37
4,1572,1,35
3,778,1,27
1456,4,2,75
479,4,1,37
750,7,1,10
2,537,1,102
7,537,3,62
7,1620,1,11
10,1005,1,52
2,1095,1,34
603,3,1,45
3,1568,1,39
3,1329,3,85
10,315,1,15
10,230,2,25
3,794,1,11
3,833,1,32
1266,7,2,115
103,1,1,13
3,1245,1,38
1566,3,1,15
1217,3,2,50
7,1046,1,15
47,39,2,51
5,257,3,49
1,30,2,70
10,30,1,14
3,1401,1,22
585,3,1,15
1383,3,1,21
3,1691,1,36
1039,4,1,1166
5,1172,2,22
7,1455,1,11
4,1455,2,55
5,1455,1,18
1036,4,1,15
1224,7,1,10
7,1376,3,55
10,339,1,14
4,1619,1,18
1581,3,1,17
10,695,1,14
4,1650,1,14
7,1650,1,24
84,17,1,22
33,42,4,189
4,716,1,64
3,718,1,130
232,7,2,32
1078,4,1,23
1060,7,1,11
3,1592,1,21
195,14,1,35
217,10,1,26
4,481,1,75
10,312,1,40
3,312,1,12
3,727,2,49
341,5,2,50
54,22,1,27
4,267,2,83
1123,3,1,16
360,3,1,28
3,1557,3,61
946,3,1,25
143,3,1,11
312,10,1,31
4,1399,3,40
7,1127,2,136
193,4,1,17
1411,3,1,16
216,4,1,20
861,2,1,16
4,127,1,22
3,991,1,10
2,1287,1,29
5,333,2,25
3,1451,1,11
3,1128,1,16
4,104,1,21
6,104,1,60
7,504,1,20
2,738,1,12
167,3,1,19
42,39,1,48
3,813,1,56
1155,10,1,20
3,1292,1,11
3,1307,4,458
5,529,1,15
677,3,1,37
3,1610,1,14
4,1459,1,25
7,1459,1,14
7,267,1,10
3,973,2,30
7,1563,1,17
1194,4,1,11
157,3,1,48
3,141,2,108
207,1,1,146
53,10,1,154
1231,4,1,528
125,4,1,15
3,812,1,62
1650,3,1,10
10,1114,1,10
64,11,1,21
461,3,1,40
1461,3,1,10
5,1045,1,62
3,1403,1,29
1032,1,1,13
4,242,1,12
460,7,1,11
4,1593,2,161
675,2,1,11
7,287,1,11
54,8,2,38
1046,3,1,11
774,1,1,13
3,1609,1,22
3,1524,1,67
1033,7,1,12
1,244,1,10
6,244,1,37
21,244,1,10
5,346,2,178
1059,5,1,10
442,2,1,20
7,278,2,44
232,10,1,15
3,1512,1,112
3,865,1,10
4,1679,1,83
3,1679,1,11
781,3,1,10
1303,3,1,19
18,4,1,16
276,4,1,15
7,45,1,29
1350,3,1,183
1160,5,3,253
624,3,2,22
3,1262,1,11
1,76,1,16
7,1642,1,17
3,910,1,18
826,3,2,40
3,1482,1,93
4,998,1,10
7,184,2,27
887,2,1,15
3,1330,1,12
706,10,1,17
1329,7,1,34
713,10,1,77
544,3,1,11
759,4,1,14
1559,4,1,173
7,389,1,10
4,1186,1,19
11,1094,1,12
3,1106,5,275
4,41,1,16
3,41,1,30
7,1213,1,11
4,1213,1,38
152,5,1,23
8,632,1,18
3,1535,1,18
10,876,2,63
5,663,2,62
7,663,1,89
168,4,1,17
7,643,1,16
7,316,2,34
7,682,1,12
7,1353,2,36
213,2,1,10
705,3,3,51
277,3,1,31
3,1038,1,254
119,2,1,84
38,8,1,61
1478,3,2,31
3,357,1,35
10,857,1,98
382,4,3,47
3,1623,1,13
1393,7,1,11
542,5,1,134
365,3,1,34
3,939,1,13
266,10,1,12
4,288,1,20
4,354,1,17
1,354,1,10
352,7,1,10
3,1015,1,13
830,7,1,16
10,329,1,42
7,1380,1,185
4,1433,1,36
3,1043,1,14
7,324,1,44
818,4,1,27
3,1029,2,60
3,839,5,91
7,839,1,20
396,7,1,32
24,112,1,10
7,835,2,73
10,927,3,55
4,1341,1,34
3,295,1,51
10,601,1,77
3,433,1,16
7,433,1,72
4,1654,1,20
1246,10,1,10
878,7,1,11
1,298,1,15
3,1018,3,94
1072,7,1,51
978,3,1,19
3,1647,1,12
4,1239,1,15
103,5,1,29
211,7,1,13
7,1592,1,23
3,1432,1,62
3,889,1,33
7,889,1,16
5,549,2,67
3,1107,2,26
1299,3,1,14
3,1327,1,22
99,3,1,10
897,10,1,21
4,180,1,1285
150,4,3,64
4,1262,1,53
19,31,1,10
308,4,1,12
799,3,1,10
1144,1,1,14
987,10,1,35
495,3,1,13
551,3,2,37
3,989,1,12
325,5,1,17
3,1011,2,30
7,1011,1,10
4,1011,1,12
525,7,1,13
484,7,1,13
7,946,1,12
1346,3,1,21
1,405,2,56
6,405,1,74
17,405,1,57
4,423,1,65
3,665,2,210
10,1014,2,61
767,5,1,10
1260,3,1,19
4,250,1,15
414,7,2,61
160,6,1,14
4,1235,2,22
733,2,1,42
5,1511,1,19
7,1309,1,63
3,246,1,10
2,213,1,17
3,972,1,11
47,20,1,22
206,4,2,34
4,1292,1,18
7,1292,1,12
4,470,1,22
632,4,2,133
7,398,5,103
5,40,1,10
3,918,1,18
390,10,1,53
5,236,1,11
2,163,1,73
657,4,1,17
4,1324,1,12
1606,4,1,10
1460,7,1,15
298,8,1,30
3,1453,2,264
3,815,1,12
11,77,1,10
656,3,1,12
974,5,1,10
